Category ID|Active (0/1)|Name *|Parent category|Root category (0/1)|Description|Meta title|Meta keywords|Meta description|URL rewritten|Image URL|Shop ID
80|1|Подарочная|71|0|||||||1^4^5^6
81|1|Свадебная|71|0|||||||1^4^5^6
82|1|Романтическая|71|0|||||||1^4^5^6
83|1|Для милых дам|71|0|||||||1^4^5^6
84|1|Для мужчин|71|0|||||||1^4^5^6
85|1|Для детей|71|0|||||||1^4^5^6
86|1|Для молодежи|71|0|||||||1^4^5^6
87|1|Сказочная|71|0|||||||1^4^5^6
88|1|С юмором|71|0|||||||1^4^5^6
10|1|Бенгал.св.|2|0||||||http://cc68339.tmweb.ru/images/тр158-1.jpg|1^4^5^6
22|1|Малые|10|0|||||||1^4^5^6
23|1|Средние|10|0|||||||1^4^5^6
24|1|Крупные|10|0|||||||1^4^5^6
25|1|Цветные|10|0|||||||1^4^5^6
26|1|Фигурные|10|0|||||||1^4^5^6
27|1|С эффектами|10|0|||||||1^4^5^6
11|1|Хлопушки|2|0||||||http://cc68339.tmweb.ru/images/тр104.jpg|1^4^5^6
100|1|С серпантином|11|0|||||||1^4^5^6
101|1|С конфетти|11|0|||||||1^4^5^6
102|1|С сюрпризом|11|0|||||||1^4^5^6
103|1|Макси|11|0|||||||1^4^5^6
104|1|Супер|11|0|||||||1^4^5^6
105|1|Наборы|11|0|||||||1^4^5^6
12|1|Пневмохлоп.|2|0||||||http://cc68339.tmweb.ru/images/р9030.jpg|1^4^5^6
96|1|20 см|12|0|||||||1^4^5^6
97|1|30 см|12|0|||||||1^4^5^6
98|1|60 см|12|0|||||||1^4^5^6
99|1|100 см|12|0|||||||1^4^5^6
13|0|Свет.палочки|2|0|||||||1^4^5^6
14|1|Неб.фонарики|2|0|||||||1^4^5^6
89|1|Бриллиант|14|0|||||||1^4^5^6
90|1|Корона|14|0|||||||1^4^5^6
91|1|Овал|14|0|||||||1^4^5^6
92|1|Сердце|14|0|||||||1^4^5^6
93|1|Цилиндр|14|0|||||||1^4^5^6
15|0|Украшения для торта|2|0|||||||1^4^5^6
16|0|Оборудование|2|0|||||||1^4^5^6
17|1|Факелы|2|0|||||||1^4^5^6
94|1|Дымовые|17|0|||||||1^4^5^6
95|1|Огневые|17|0|||||||1^4^5^6
18|0|Пистоны|2|0|||||||1^4^5^6
19|0|Дневн.фейерверки|2|0||||||http://cc68339.tmweb.ru/images/рс352.jpg|1^4^5^6
20|1|Подарочные наборы|2|0||||||http://cc68339.tmweb.ru/images/рс352.jpg|1^4^5^6
21|1|Прочее|2|0||||||http://cc68339.tmweb.ru/images/2408.jpg|1^4^5^6
