Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_274|1599||559.00|80|0|0
Приход из FoxPro_274|1600||507.00|24|0|0
Приход из FoxPro_274|1603||773.50|48|0|0
Приход из FoxPro_274|1604||1072.50|32|0|0
Приход из FoxPro_274|1606||1907.75|4|0|0
Приход из FoxPro_274|1607||2470.00|16|0|0
Приход из FoxPro_274|1608||2470.00|12|0|0
Приход из FoxPro_274|1610||461.50|24|0|0
Приход из FoxPro_274|1611||520.00|48|0|0
Приход из FoxPro_274|1616||676.00|36|0|0
Приход из FoxPro_274|1617||890.50|24|0|0
Приход из FoxPro_274|1618||890.50|48|0|0
Приход из FoxPro_274|1620||1181.70|24|0|0
Приход из FoxPro_274|1621||1511.25|8|0|0
Приход из FoxPro_274|1628||859.30|36|0|0
Приход из FoxPro_274|1629||975.00|24|0|0
Приход из FoxPro_274|1632||1820.00|4|0|0
Приход из FoxPro_274|1634||2217.80|16|0|0
Приход из FoxPro_274|1146||559.00|24|0|0
