175;"SILVER DRAGON, 24 сек (1.00"" x 25)"
176;"PASSAT, 32 сек (1.20"" x 19)"
177;"LITTLE PALM TREE, 15 сек (0.80"" x 6)"
179;"RED PEONY, 17сек (0.80"" x 9)"
181;"HAPPY HOLIDAY, 16 сек (1.20"" x 10)"
182;"MAGIC KEY, 16 сек (0.80"" x 16)"
183;"JULY, 38 сек (1.20"" x 19)"
186;"DECEMBER, 25 сек (1.20"" x 19)"
187;"MULTI BROCADE, 42 сек (1.20"" x 19)"
188;"THE MAGIC KEY, 13 сек (0.80"" x 16)"
190;"COLOR PEONY, 26 сек (0.80"" x 25)"
192;"MEADOW, 25 сек (0.80"" x 25)"
196;"Ballet, 15 сек (0.80"" x 11)"
197;"WEDNESDAY, 37 сек (1.20"" x 25)"
199;"Saturday, 48 сек (1.20"" x 25)"
205;"X-EMOTION, 36 сек (1.20"" x 19)"
208;"TRANDY, 35 сек (1.20"" x 19)"
211;"YELLOW PURPLE PEONY, 15сек (0.80"" x 9)"
212;"MAGIA NOCY, 38 сек (0.80"" x 19)"
213;"Panorama (0.80"" x 19)"
214;"DOTYK PRZYGODY, 35 сек (0.80"" x 36)"
215;"X-TRANS I,V, 42 сек (1.20"" x 19)"
219;"CRAZY BOX, 40 сек (1.20"" x 25)"
220;"HIT BOX, 27 сек (0.80"" x 100)"
223;Римская свеча 5 выстр.  (длина трубы 53 см.)
224;Римская свеча 10 выстр.
225;Римская свеча 15 выстр.
227;РИМСКАЯ СВЕЧА  (уп. 6 шт.)
229;"РИМСКАЯ СВЕЧА (уп. 2 шт.) 0,75"" х 5 залпов"
232;ЖУКИ с разрывом ФИТИЛЬНЫЕ
238;Тортовые свечи 25 см
240;БЕНГАЛЬСКИЕ ОГНИ  17 см, (уп. 10 шт.)
243;Тортовые свечи 18 см
246;Бенгальские огни  28 см.
249;Фонтан  30 сек, фитиль
250;Фонтан  1,28 мин, фитиль
251;Миномёт (6 шаров)
253;Ахтунг  (уп. 5 шт.) ФИТИЛЬНЫЕ
254;TXP066 (уп. 5 шт.) ФИТИЛЬНЫЕ
257;ПЕТАРДЫ U2601 Душки (бертолетова соль)
258;ФИТИЛЬНЫЕ 20 пачек по 10уп/10шт
260;Трескучий гром   (уп. 20 шт.) ФИТИЛЬНЫЕ
262;GROM2 (1уп-36шт.) ФИТИЛЬНЫЕ
265;Зеленые шарики (уп. 6 шт.) ФИТИЛЬНЫЕ
269;Ракеты (1уп.-9шт.)
270;Ракеты колпаки (1уп.-12шт.)
272;Ракеты (1уп.-6шт.)
287;"SONG, 1 мин, 8сек (1.20"" x 37)"
329;"Затерянный мир (1,25""х49)"
332;"Ночной Дозор (1""х100)"
334;"Снежный Вальс (1,25""х100)"
335;"Третий Рим (1,25"" х 100)"
336;"Колизей (1,25"" х 100)"
337;"Обручальные кольца (1,25"" х 100)"
339;"Хозяин Тайги (1,25"" х 100)"
340;"Золотая серия 100 (1,25"" х 100)"
341;"Дикая орхидея (1,25"" х 100)"
342;"Жемчужные волны (1,25"" х 100)"
343;"В гостях у сказки (1,25"" х 100)"
344;"Новогодняя карусель (1,25""х100)"
345;"Карнавальная ночь (1,25""х100)"
346;"Поле Чудес (1,25""х100)"
347;"Малиновые сны (1,25""х150)"
351;"Эксклюзив (1,2"" х 200)"
352;"Москва Златоглавая (1,25"" х 150)"
354;"Ромео и Джульетта (1,25""х150)"
356;"Вечерний звон (1,25""х200)"
357;"Подмосковные вечера (1,25""х250)"
374;"Зевс (1,2"" х 300)"
387;Будем!  (0,8''x10)
391;"Ха-ра-шо! (0,8"" х 16)"
399;Новогод (0,8''x25)
407;"Роял де Люкс (0,8"" х 100)"
414;"Полный песец (1"" х 19)"
418;Есть контакт! (1''x25) МОНОБЛОК
422;Разбуди соседей! (1''x66)
429;"Новогодняя шумиха (1,25""х 20)"
432;По-нашему! (1,25''x36) МОНОБЛОК
497;"ПироАрт (1,2"" х 100)"
504;"Рублевский (1,2"" х 120)"
505;"Профессионал (1,2"" х 126)"
508;"Пояс Ориона (0,8-1,0-1,2"" х 146)"
511;"Бум Бокс (1,0-1,2"" х 250)"
512;"Барвиха (0,8-1,0-1,2"" х 290)"
516;"Прототип (1,0-1,2"" х 177)"
526;Хлопающие шары (16х12х6)
527;Связка-16 (70 мм х50мм)
528;Лимонка (с чекой) (60х12)
529;Бомба с чекой
530;Корсар 8 мини (O15 мм х 52 мм)
531;Корсар 8 (оформлен для штучной продажи)
532;Мега Корсар
533;Граната
534;Корсар-1 (20х12х60)
535;Корсар 2 (25х15х20)
536;Корсар-3 (50х10х10)
538;Корсар 4 (16х12х12)
542;Корсар 6 (O20 мм х 78 мм)
545;Факел дымовой с чекой красный
546;Факел дымовой с чекой синий
547;Факел дымовой с чекой белый
548;Факел дымовой с чекой зеленый
555;Пугач (25х12х12)
559;"Ракета ""Ассорти"" НОВЫЙ ЭФФЕКТ"
569;Ястреб
576;Метеор НОВЫЙ ЭФФЕКТ
581;Огненные пчёлы (30х10х12)
582;Мотылек (16х10х12)
583;Солнечный цветок (оформлен для штучной продажи)
584;Лунный цветок (уменьшена фасовка)
585;Акробат
587;Веселый жук (20х12х6)
588;Мега жук
596;"Звёздная пыль (конус 6"")"
598;"Мир фэнтези (конус 8"")"
603;"Золотой вулкан (конус 11"")"
606;"Весёлый вулкан (конус 11"")"
607;"Волшебный вулкан (конус 11"")"
610;"Царский (конус 13"")"
613;Арабская ночь НОВЫЙ ЭФФЕКТ
614;Театр кукол:Карабас, Буратино, Мальвина, Арлекино
615;Чародей НОВЫЙ ЭФФЕКТ
621;3Д-Ёлка (3 эффекта + вспышки)
643;Настольный фонтан
649;Искорка. Бенгальская свеча цветопламенная
650;Бенгальская свеча Феникс
664;"Пантера (0,8""х 5)"
665;"Гепард (0,8""х 5)"
667;"Барракуда (0,8""х5)"
670;"Фантастика  (0,8""х 8)"
671;"Хохлома (0,8""x 8) НОВЫЙ ЭФФЕКТ"
672;"Ламбада (0,8""х8) НОВЫЙ ЭФФЕКТ"
683;"Стрелец (1,0""х 8)"
684;"Баккара (1,0""х 8)"
685;"Примадонна (1,0""х 8)"
693;"Магнолия (1,2""х 8) НОВЫЙ ЭФФЕКТ"
696;"Хризантема (1,2""х 8) НОВЫЙ ЭФФЕКТ"
701;"Альтаир (1,5""х 8) НОВЫЙ ЭФФЕКТ"
704;Зенитка (0,8''х 30) связка римских свечей
707;"Матрёшка ( 1,7"" x 6 )"
709;"БомбардирЪ (2.0"" х 6) НОВЫЙ ЭФФЕКТ"
714;"Салют наций ( 1,9"" х 3-од., 6-дв., 9-тр. )"
715;Салют-проказник (фонтан + 6 выстрелов  3 эффекта)
717;Торт с сюрпризом (фонтан + 12 выстрелов 4 эффекта)
719;Светомузыка (фонтан + бурачные салюты, свист)
720;"Ананас (0,6""х 12) 3 эфф"
723;"Пли - 36 (0,3""х 36)"
725;"Бинго (0,8""х 9)"
729;"Фиеста (0,8""х 16)"
730;"Морозушко (0,8""х 16)"
732;"Мороз трескучий  (0,8""х 16)"
733;"Банзай (0,6""х 16) НОВЫЙ ЭФФЕКТ"
734;"Тролль (0,8""х 6) 3 эфф"
737;"Мулен Руж (0,8""х 8)"
739;"Сивка-Бурка (0,8"" х 9)"
740;"Джокер (0,8""х 9) 4 эфф"
741;"Текила-бум (0,8""х 12) 3 эфф"
742;"Иван-Царевич (0,8""х 13) 5 эфф"
743;"Ёлка с огоньком (0,8""х 13)"
744;"Снеговой (0,8""х 10) НОВЫЙ ЭФФЕКТ"
746;"С днём рождения! ( 0,8""х 19)"
747;"Русский сувенир (0,8""х 19) МОНОБЛОК 4 эфф"
751;"Бубль-гум (0,8""х 25) АКЦИЯ МОНОБЛОК"
752;"Жар-птица (0,8""х 25) МОНОБЛОК 5 эфф"
753;"Сорвиголова (0,8""х 25)"
754;"Сказки Пушкина  (0,8"" х 25)"
759;"Балалайка (0,8""х36) АКЦИЯ МОНОБЛОК"
761;"Зимние гонки (0,8""х 48)"
762;"Пламенный привет (0,8""х 49) АКЦИЯ МОНОБЛОК"
763;"Краски жизни (0,8""х 90) НОВЫЙ ЭФФЕКТ"
764;"Новогоднее приключение (0,8""х 96)"
766;"Дари радость! (0,8"" х 66)"
768;"Новогодний экспресс (0,8""х 88)"
771;"Встречайте  (1,0"" х 16)"
773;"Снежная королева (1,0"" х 16)"
776;"12 месяцев (1,25""х 16)"
782;"Мандаринка (1,0""х 8)"
783;"Двое из ларца (1,0""х 10)"
784;"Крутые перцы (1,0""х 13) МОНОБЛОК"
785;"Калинка-малинка (1,0""х 16) МОНОБЛОК 4 эфф"
786;"Диковинка (1,0""х 16)"
791;"Капитан Морган (1,0"" х 19)"
792;"Zorro (1,0""х 19) МОНОБЛОК"
794;"Павлин (1,0""х 19) МОНОБЛОК"
796;"Час Пик (1,0""х 16)"
798;"Запах хвои (1,0"" х 20) МОНОБЛОК"
800;"Пять звёзд (1,0""х 25) АКЦИЯ МОНОБЛОК"
803;"Снежная сказка (1,0""х 25) НОВЫЙ ЭФФЕКТ"
806;"Амигос (1,0""х 36) МОНОБЛОК 6 эфф"
807;"Мороз-Красный нос (1,0""х 35)"
808;"Комбат (1,0""х 36)"
810;"Амазонка (1,0"" х 37)"
818;"Пальцы веером (0,8"" х 25)"
828;"Севастополь (1,0""х 150)"
834;"Барабанщица (1,25""х 16) МОНОБЛОК"
837;"Красный старт (1,25""х 16) 4 эфф, 2 уровня"
838;"С Новым годом! (1,25""х 19)"
844;"С Рождеством! (1,25""х 19) МОНОБЛОК"
845;"Калаш (1,25""х 19) МОНОБЛОК"
846;"У Дачи (1,25""х 19) МОНОБЛОК"
851;"Три медведя (1,25""х 16)"
855;"Провокация (1,25""х 24) МОНОБЛОК"
857;"Дедушка Мороз (1,25""х 24)"
858;"Мустанг (1,25""х 25) МОНОБЛОК 5 эфф"
862;"Суперхит (1,25""х 25)"
864;"За ВДВ! (1,25""х 28)"
869;"Волшебный фейерверк  (1,25""х 48)"
876;"Новогодние каникулы (1,25""х 35)"
880;"Ветер перемен (1,25""х 36) НОВЫЙ ЭФФЕКТ"
908;"Босс (1,25""х 49)"
909;"Сказка (1,25""х 49) НОВЫЙ ЭФФЕКТ"
913;"Король солнце (1,25""х 49)"
935;"Птица-тройка (78: 1,25""  2,0"")"
947;"Русский размах (300: 0,8"" 1,0"" 1,25"" 1,8"")"
963;"Дерзкая роскошь (190: 0,8"", 1,25"")"
965;"Флагман (1,25""х 99) МОНОБЛОК"
967;"Салют в большом городе (1,25""х 100)"
986;"Профессионал (2 блока: 1,25""х 200)"
1003;"Гладиатор (1,8""х 19)"
1018;Пружинная хлопушка (21 см  метал. конфетти)
1022;Свадебная (30 см  метал. сердца + лепестки роз)
1025;Праздничная (60 см), (цв. бум. конфетти)
1027;Свадебная (60 см  бум. сердца)
1028;Свадебная (60 см  Сердца + лепестки роз)
1029;Праздничная (60 см  конф + ден.купюры)
1030;Праздничная (100 см  цв. бум. серп.)
1083;Команда корсара Моргана 1 (30х20х12)
1084;Команда Корсара-1  терочный  60/12/20
1085;Команда Корсара-1  терочный 20/12/60
1088;Команда Корсара-4  16/12/12
1089;Команда Корсара-4 ассорти 3 эффекта (бах, пламя+бах)
1090;Команда Корсара-6  50/6
1091;Команда Корсара-6 ассорти 3 эффекта (бах, пламя+бах)
1092;Гремучая змея (связка петард)
1093;Огненная юла (волчок)
1094;Огневушка-поскакушка (волчок)
1095;Мега-Супер-ЖУК (волчок)
1096;Джамбо (петарда фитильная)
1097;Супер-Джамбо (петарда фитильная)
1098;Корсар-1  (терочный)
1099;Корсар-3 (2 баха терочный )
1100;Корсар-3 (3 баха терочный)
1102;Команда Корсара-6 ассорти (тёрочный, 3 эффекта)
1103;Команда Корсара Моргана-8     100/3
1104;ПИКАРДА петарда фитильная (24х24х12)
1105;Пуля-дура (петарда фитильная)
1106;Бронебойная (петарда фитильная)
1107;Бомбейка (петарда фитильная)
1109;Граната РГД (петарда фитильная)
1110;Граната противопехотная (петарда с чекой)
1111;Дикие пчёлы (летающая вертушка)
1114;Волшебный мотылёк (летающая вертушка)
1115;Майский жук (летающая вертушка)
1117;Божья корвка (летающая вертушка)
1118;Корабль пришельцев (летающая вертушка)
1124;Резервная валюта (фонтан + 12 залпов салюта)
1125;Зашибись (фонтан + 12 залпов салюта)
1126;"салют+фонтан ""Лакшери""  3 фонтана + 12 залпов"
1127;ПироMAN и пироWOMAN (2 фонтана + 18 залпов салюта)
1132;Ариэль (набор ракет, шесть разных эффектов)
1133;Феникс (набор ракет, шесть разных эффектов)
1134;Пегас (набор ракет, пять разных эффектов)
1135;Сириус (набор ракет, четыре разных эффекта)
1137;Земля - воздух (набор ракет)
1138;Андромеда (набор ракет из двух разных эффектов)
1139;Сверхновая
1144;"Фонтаны ""Цветной дым""  (пять разных цветов)"
1146;"Факел ""Цветной дым"" (цвета: красный, синий, зел.)"
1179;Коварная Мэри
1180;Тумба-юмба
1183;Боровик (фонтан в форме гриба)
1185;Бурный Везувий (конус )
1186;Благородная Фудзияма (конус)
1187;Чумовой Кракатау (конус)
1188;Балет (фонтан+салют, высота форса фонтана до 1,5м)
1189;Цветок папоротника
1191;СнегоMan
1192;Чудо-Юдо
1193;Ночные бабочки
1194;Огненный букет
1196;Мир для двоих
1197;Шапка Мономаха (новый эффект)
1198;Анютины глазки
1199;Вася-василек
1202;Снежный человек
1207;Дружба народов (форс до 8м)
1208;Сапфиры и бриллианты
1209;"Танец  огня  (0,8""x 8)"
1210;"Фуэтэ (0,8""x 8)"
1211;"Танец на льду  (0,8""x 8)"
1212;"Болеро  (0,8""x 5)"
1216;"На абордаж  (0,8""x 5)"
1217;"Дамский каприз  (0,8""x 5)"
1220;"Звёзды и изумруды (0,8""х 3)"
1222;"Поцелуй снежинки  (0,8""x 3)"
1223;"Ледяное сердце (0,8""x 5)"
1224;"Малиновый звон  (0,8""x 5)"
1225;"Зимняя сказка (1,0""х 3)"
1226;"Вишнёвое варенье (1,0""х 5)"
1227;"Мороз и солнце (1,0""х 6)"
1228;"Снежный вальс (1,0""х6)"
1229;"Новогодний оливье  (1,0""x 8)"
1230;"Мишура на ура  (1,0""x 8)"
1231;"Ежик в тумане  (1,0""x 8)"
1234;"Новогодний калейдоскоп  (1,2""x 8)"
1235;"Снеговик-затейник  (1,2""x 8)"
1236;"Золотая рыбка (1,2""х  5)"
1237;"Мир фиалок (1,2""х 5)"
1238;"Стрелы Купидона (1,2"" х 5)"
1239;"ПироКалаш (1,2"" х 8)"
1240;"Магия огня (1,5""х 8)"
1241;"Биение сердец (1,5""х 3)"
1242;"Праздник ёлки (1,5""х6)"
1243;"Снежинки  (0,6""х 8)"
1244;"Смайлики (0,6""х 8)"
1245;"Яркое удовольствие (0,8""х4)"
1246;"Млечный путь (0,8""х 6)"
1247;"Зимние потешки (0,8""х 6)"
1248;"Тирамису (0,7"" х 6)"
1249;"Шоколадка (0,7"" х 8)"
1262;"Йоулупукки (финский дед Мороз) (0,8""х 16)"
1263;"Ритм жизни  (0,8""х 16) МОДУЛЬ"
1264;"Фейерверк на районе  (0,8""х 16) МОДУЛЬ"
1266;"Всегда готов!  (0,8""х 19) МОДУЛЬ"
1268;"Даёшь молодёжь!  (0,8""х 25) МОДУЛЬ"
1269;"Мальчишник  (0,8""х 25)"
1271;"Шаляй-Валяй (0,8""х 25)  МОДУЛЬ"
1272;"Юный Дедморозовец  (0,8""х 25) МОДУЛЬ"
1273;С новым счастьем!  (0,8х 25)
1275;"Маугли  (0,8""х 10)"
1278;"Радость общения  (0,8""х 37)"
1279;"Столичные дворики  (0,8""х 48)  МОДУЛЬ"
1280;"3Д:Сугробы смеха  (0,8""х 36)"
1281;"Гламур и богема  (0,8""х 49)"
1283;"3Д:Озеро Рица  (0,8""х 36) МОДУЛЬ"
1285;"3Д: Священный Байкал  (0,8""х 48) МОДУЛЬ"
1287;"3Д: Верные друзья (0,8""х 48) МОДУЛЬ"
1288;"Бриллиантовый блеск  (0,8""х 64)"
1295;"Лекарство от меланхолии (0,8"" х 100) МОДУЛЬ"
1297;"3Д:Небесная феерия  (0,8""х 100)"
1307;"Неваляшка  (1,75""x 6)"
1309;"Звёзды дискотек  (2,0""x 6)"
1311;"Двухдюймовочка (2,0""x6)"
1313;"Тики-така  (0,6"" х 30)"
1318;"Парадиз (0,7"" х 12)"
1324;"Ура! Каникулы!  (1,0""х 10)"
1325;"Одноклассники!  (1,0""х 12)"
1326;"Северное сияние  (1,0""х 13) новый эффект"
1327;"Счастье моё...(1,0"" х 16)"
1328;"Сказочный  сон   (1,0""х 16) МОДУЛЬ"
1329;"Для милых дам   (1,0""х 19) МОДУЛЬ"
1337;"Юниор (1,0""х 25)"
1338;"3Д:Зимний праздник (1,0""х 20)"
1339;"Пенальти (1,0"" х 25)"
1341;"Мужичок-Снеговичок  (1,0""х 25) МОДУЛЬ"
1342;"Хохлома   (1,0""х 25) МОДУЛЬ"
1344;"Жемчужное сияние  (1,0""х 25) МОДУЛЬ"
1345;"Искристая сказка  (1,0""х 25) МОДУЛЬ"
1347;"Жизнь удалась!  (1,0""х 36) МОДУЛЬ"
1348;"Сказочный лес   (1,0""х 36) МОДУЛЬ"
1349;"Каменные джунгли  (1,0""х 36) МОДУЛЬ"
1350;"Гуляй, пока молодой…. (1,0"" х 36) МОДУЛЬ"
1358;"Старый Новый год (1,0""х 49)"
1359;"Ледяные узоры   (1,0""х 48) МОДУЛЬ"
1360;"Новогодний сюрприз  (1,0""х 48)  МОДУЛЬ"
1376;"Сто в одном  (1,0""х 100) МОДУЛЬ"
1390;"Экзотический коктейль  (1,2""х 12)"
1394;"Ночное рандеву   (1,2""х 16) МОДУЛЬ"
1395;"Медовый месяц (1,2""х 16)   МОДУЛЬ"
1396;"Кремлёвские куранты  (1,2""х 19)  МОДУЛЬ"
1397;"В день рождения   (1,2""х 19)  МОДУЛЬ"
1398;"Разноцветные снежинки   (1,2""х 19)  МОДУЛЬ"
1399;"С Новым Годом!  (1,2""х 19)  МОДУЛЬ"
1400;"Круче не бывает!   (1,2""х 19) МОДУЛЬ"
1406;"Подарок от Деда Мороза  (1,2""х 25)  МОДУЛЬ"
1407;"Салют молодежи!  (1,2""х 25) МОДУЛЬ"
1409;"Древо желаний (1,2""х 25) МОДУЛЬ"
1410;"Восьмое чудо света (1,2""х 25) МОДУЛЬ"
1412;"Симфония огня  (1,2""х 25) МОДУЛЬ"
1413;"Обыкновенное чудо (1,2""х 36) МОДУЛЬ"
1416;"3Д:Садко  (1,2""х 36)  МОДУЛЬ"
1419;"3Д:Новогодние фантазии  (1,2""х 36) МОДУЛЬ"
1424;"ВКС: Высоко.Красиво.Стильно. (1,2""х 36) МОДУЛЬ"
1425;"ФСБ: Фейерверк-Салют-Балдёж(1,2""х48)"
1428;"Малахитовая шкатулка  (1,2""х 48)  МОДУЛЬ"
1449;"3Д:Брутальный (1,2""х100)"
1468;"СССР: Самый Стильный Салют России (1,2""х 288)"
1476;"Народный (0,8"" 1,0"" 1,2""х48)"
1477;"Юбилейный - 50  (50 : 1,2""  1,5""  2,0"")"
1488;"3Д:Новогоднее настроение (172 : 0,8""  1,0""  1,2"")"
1492;"Красная поляна (388 : 0,8"", 1,0""  веерные залпы)"
1517;"Набор ""Любимой принцессе"""
1518;"Набор ""Любимому футболисту"""
1521;"Светильник ""Романтика"""
1523;"Свеча ""Лотос"""
1526;Н.фон Сердце (38х70х102)  Красный
1537;"Мультимедийный Фейерверк (1-1,2"" x 52)"
1540;"Сокровище Пиратов (1,2-1,5"" x 68)"
1559;"Professional-150 (1,2"" x 150)"
1563;"Хлопушка ""Макси"""
1565;"Хлопушка ""Супер"" с сюрпризом"
1566;"Хлопушка ""Супер с серпантином"""
1567;"Хлопушка ""Макси с сюрпризом ""Маска"""
1568;"Хлопушка ""Макси с серпантином"""
1569;"Набор хлопушек ""Знаки Зодиака"""
1570;"Набор хлопушек ""Весёлая тусовка"""
1572;"Хлопушка ""Супер Гранд"" с серпантином"
1573;"Хлопушка ""Макси Гигант"" с серпантином"
1574;Бенг. свечи 400 прямоугольная
1575;Бенг. свечи 350 треугольная
1576;Бенг. свечи 350 прямоугольная
1577;Бенг. свечи 600 прямоугольная
1578;Бенг. свечи 170
1579;Бенг. свечи 210
1580;"Бенг. свечи 170 ""Экстра"""
1581;Бенг. свечи 170 Спектр (разноцв.)
1583;Бенг. свечи 210 Спектр (разноцв.)
1584;"Бенг. свечи ""Звездочка"" (фигурная)"
1585;"Бенг. свечи ""Сердечко"" (фигурная)"
1586;"Бенг. свечи ""Елочка"" (фигурная)"
1587;"Бенг. свечи ""Свиристель"" (со свистом)"
1590;"Пневмо-хлопушка ""Пистоль"""
1592;"Пневмо-хлопушка ""Букетик"""
1593;"Пневмо-хлопушка ""ZOOпарк"""
1594;"Пневмо-хлопушка ""Супер букетик"""
1595;"Золотая рыбка (0,8""х 10)"
1596;"Снегоман (0,8"" х 16)"
1597;"Конек-Горбунок (0,8""х 19)"
1598;"Снежинки и смешинки (0,8""х 25)"
1599;"Снегири, МОДУЛЬ (0,8""х 25)"
1600;"Снегопарни (0,8""х 25)"
1602;"Цветущая сакура (0,8""х 36)  МОДУЛЬ"
1603;"Дед Мазай (0,8""х 36)"
1604;"Страна чудес (0,8""х 48)  МОДУЛЬ"
1605;"Ледовые забавы (0,8""х 49)"
1606;"Хоровод на Новый год (0,8""х 88)"
1607;"Русская тройка (0,8""х 100)  МОДУЛЬ"
1608;"Рождественский (0,8""х 100)  МОДУЛЬ"
1610;"Огненный дракон (1,0""х 13)"
1611;"Мурзик и Барсик (1,0""х 16)"
1616;"Зимние узоры (1,0""х 19)  МОДУЛЬ"
1617;"Новогодний (1,0""х 25) МОДУЛЬ"
1618;"С Новым годом! (1,0""х 25) МОДУЛЬ"
1620;"В тренде… (1,0""х 36)"
1621;"Пульс планеты (1,0""х 49)"
1628;"Брызги шампанского (1,2"" х 19)"
1629;"Хвоя и мандарины (1,2"" х 19) МОДУЛЬ"
1630;"Коктебель (1,2"" х 25)"
1631;"Южное лето (1,2"" х 25) МОДУЛЬ"
1632;"Огни Сибири (1,2"" х 36) МОДУЛЬ"
1634;"Новогодняя сказка (1,2"" х 49)"
1638;Факел дымовой желтый
1641;Факел дымовой оранжевый
1642;Факел дымовой синий
1643;Факел огневой желтый
1645;Факел огневой красный
1646;Факел огневой синий
1647;Н.фон. Бриллиант (40х70х100)
1656;Н.фон. Овал (31х40х70)
1672;Н.фон. Цилиндр (40х40х110)
1673;Тест склада
1674;Super warrior
1675;Happy boom
1676;Roman candle (0,8'' x 8)
1677;Roman candle (1,0'' x 8)
1678;Roman candle (1,0'' x 8)
1679;Roman candle (1,2'' x 8)
1680;Dark worlock   (0,8''x 9)
1681;Dark worlock   (0,8''x 9)
1682;Sky sity   (0,8''x 10)
1683;We are the night  (0,8''x 16)
1684;Word    (0,8''x 19)
1685;Dream  (0,8''x 25)
1686;Sofia  (0,8''x 25)
1687;Show   (0,8''x 36)
1688;Wind   (0,8''x 100)
1689;Red pion (1,0''x 12)
1690;"ANGRY TIGER (1,0""х 15)"
1691;Golden coco  (1,0'' x 16)
1692;Wonderful perfomanse (1,0'' x 19)
1693;Deep yellow  (1,2'' x 19)
1694;Speed  (1,2'' x 25)
1695;Splendid  (1,2'' x 13)
1696;Love of green (1,2'' x 19)
1697;Big sure  (1,2'' x 25)
1698;"Русский сувенир  (1""-1,2""-1,5""х 31)"
1699;"Салют Победы  (1""-1,2""х 39)"
1700;"Cлезы ангела   (1,2""х25)"
1701;"Сочельник   (1,2""х36)"
1702;"Звездная россыпь   (1,2""х49)"
1703;"Калейдоскоп   (1""х64)"
1704;Свадебный букет (1,2''x 100)
1705;"Остров Пасхи (01,2""x100)"
1706;Галантный век (0,8''x300)
1707;Испаньола ( 1''x 300  )
1708;"Танжер (1,8"" х 49)"
1709;"Альбатрос ( 0,8""-1,2"" х 30)"
1710;"Ирбис (0,8""-1,2""х 68)"
1711;"Крестоносец (1""х81)"
1712;"Экскалибур (0.8""-1""-1.2""х 46)"
1713;"Галактика 25 (1,25""х25)"
1714;"Озеро Титикака (1,25""х25)"
1715;"Золотая серия 25 (1,25""х25)"
1716;"Зимний сад (1,25""х 25)"
1717;"Рог Изобилия (1,25""х25)"
1718;"Голубой Огонек (1,25""х25)"
1719;"Фестиваль (модуль) (1"" х 36)"
1720;"Мир салютов (модуль) (1,1""х36)"
1721;"Новый год (1""х36)"
1722;"Любит не Любит (1,25""х36)"
1723;"Ящик пандорры (1,25""х37)"
1724;"Снегурочка  (1,2""-1,5""х 118)"
1725;"Брызги шампанского (1""-1,25х36)"
1726;"Война миров (модуль) (1""х49)"
1727;"С Новым годом! (1,25""х49)"
1728;"Мороз красный нос (модуль) (1,1""х49)"
1729;"Пагода (1,25""х49)"
1730;"Затерянный мир (1,25""х49)"
1731;"Патриот (1,25""х50)"
1732;"Новогодняя вечеринка (1""х100)"
1733;"Снежный Вальс (1,25""х100)"
1734;"Медуза Горгона (1,25""х100)"
1735;"Новогодняя карусель (1,25""х100)"
1736;"Карнавальная ночь (1,25""х100)"
1737;"Поле Чудес (1,25""х100)"
